"","year","state","big.bus"
"1068",1952,"MN",NA
"1069",1952,"AL",NA
"1070",1952,"MI",NA
"1071",1952,"NJ",NA
"1072",1952,"TX",NA
"1073",1952,"MN",NA
"1074",1952,"AL",NA
"1075",1952,"NJ",NA
"1076",1952,"NJ",NA
"1077",1952,"NJ",NA
"1078",1952,"GA",NA
"1079",1952,"TN",NA
"1080",1952,"NC",NA
"1081",1952,"KY",NA
"1082",1952,"MA",NA
"1083",1952,"GA",NA
"1084",1952,"TN",NA
"1085",1952,"NC",NA
"1086",1952,"KY",NA
"1087",1952,"MA",NA
"1088",1952,"GA",NA
"1089",1952,"TN",NA
"1090",1952,"KY",NA
"1091",1952,"TN",NA
"1092",1952,"CO",NA
"1093",1952,"NM",NA
"1094",1952,"MA",NA
"1095",1952,"MO",NA
"1096",1952,"AL",NA
"1097",1952,"NE",NA
"1098",1952,"MI",NA
"1099",1952,"TX",NA
"1100",1952,"NC",NA
"1101",1952,"KS",NA
"1102",1952,"AL",NA
"1103",1952,"NM",NA
"1104",1952,"MI",NA
"1105",1952,"IA",NA
"1106",1952,"AL",NA
"1107",1952,"NE",NA
"1108",1952,"KS",NA
"1109",1952,"TX",NA
"1110",1952,"MI",NA
"1111",1952,"MO",NA
"1112",1952,"CO",NA
"1113",1952,"GA",NA
"1114",1952,"AL",NA
